id	name	brth_date	sex	mother_name
ID_008477	EDWIRGE DA ROCHA GONCALVES	1951-10-27	F	JACANAN SOARES DA ROCHA
ID_009195	WELLION CAVALCANTE MORAIS SOUZA	1948-07-15	M	CAMELIA FERREIRA ALEGRIA MORAIS
ID_000116	FOSTINA QUARTEIRA ESPINOSA	1995-12-23	F	VENILDES GUEDES QUARTEIRA
ID_000595	ALDACILENE PARIS HILARIO	1985-11-22	F	GISSANDRA DA CONCEICAO PARIS
ID_007834	EVAILDE PEIXOTO MARQUES	2016-04-13	M	IDELSE VIEIRA PEIXOTO
ID_005681	GERLANGE NOBREGA VEIGA	1973-12-28	F	MARLEIDI MOURA NOBREGA
ID_006771	WALFREDO FELIX PILAR	1963-03-02	M	NORIMAR RESENDE FELIX
ID_003691	ANGELLA HIPOLITO PERALTA	1915-05-20	F	REGINALDA FIGUEIREDO HIPOLITO
ID_006433	DEIVET TAVEIRA SAMPAIO	1903-05-04	M	WELLIDA TAVARES TAVEIRA
ID_003853	BELANICE BOAVENTURA RODRIGUES PERALTA	2011-10-23	F	NORBERTA ASSUNCAO ALMEIDA RODRIGUES
ID_003054	UANDAS SOUSA DA COSTA SILVA	1990-05-09	M	JANISLEIA ANTUNES DAVILA DA COSTA
ID_005629	ANTONETE MELLO ESTEVES	1987-01-20	F	VANDILENE BELCHIOR MELLO
ID_001717	RAIRISON DA PAZ	1903-06-23	M	LECIMARA VIANA DA PAZ
ID_007972	JOSINEI MACIEL CAPELO	1922-10-12	F	ORICELIA AVILA MACIEL
ID_006818	VANDIO DA ROSA VIEIRA	1941-06-14	M	JOICINEIDE BOAVENTURA DA ROSA
ID_004615	MAURINA DA CRUZ JESUS	1931-10-18	F	EZIA ALVES DA CRUZ
ID_004922	ELLORA CASTRO SOUZA	1978-07-12	F	GRAZIELA SAMPAIO CASTRO
ID_007754	CRISTILENE ZAGANELLI HIPOLITO PERES	1942-07-20	F	RAMONI MACIEL RIBEIRO HIPOLITO
ID_006336	DEUSMARIA SALAZAR MOURA	1967-07-27	F	OCILDA CAVALCANTI SALAZAR
ID_009917	PERCINA SILVA COSTA	2016-02-24	F	MACICLEIA BONFIM SILVA
ID_006925	NORMIZA ALEGRIA MALDONADO	2006-04-11	F	NILVIANE SUBTIL ALEGRIA
ID_009686	CHENG SALES MALDONADO	2015-12-06	M	CLEIDETE AZAMBUJA SALES
ID_007861	GUNTER APOLINARIO DA CRUZ	1932-12-09	M	EDNAJARA XAVIER APOLINARIO
ID_006310	MARGANI NOVAES VARELA	1935-11-18	F	GLEICIELI MALDONADO NOVAES
ID_009134	ORIENE OURIQUE NUNES	1901-04-13	F	MARGRET RIBEIRO OURIQUE
ID_006282	LINDORVAL MORGADO AZAMBUJA	1986-11-09	M	IEVE GALVAO MORGADO
ID_003624	DEONORA CURADO NOGUEIRA	1981-02-05	F	CLAURENICE FERRARI CURADO
ID_003881	DELIZETE MARTINS INFANTE	1950-08-14	M	FRIEDA GUIMARAES MARTINS
ID_005199	TAUANI AGUIAR MACHADO RIBEIRO	1987-02-25	F	EVINALDA FREITAS NEVES MACHADO
ID_007409	ABRELINO CAMACHO DRUMOND	2006-09-06	M	ELZABETE ALEGRIA CAMACHO
ID_007843	IRIZANE ASSUNCAO DA LUZ	2003-05-20	F	YASUKO VARGAS ASSUNCAO
ID_001706	EDILENE GODINHO SANTOS	1974-03-16	F	NELIETE ALMADA GODINHO
ID_000533	LUCILEUDE JAQUES REZENDE	1985-02-03	F	JURANICE PEIXOTO JAQUES
ID_006513	EDESANDRO FOGACA INFANTE	1939-05-11	M	LINDINAURA PIMENTA FOGACA
ID_005661	IRVINA CALDEIRA GUEDES	1986-08-28	F	IDELMA RIBEIRO CALDEIRA
ID_007019	ORFILA GONZAGA DINIS	1934-03-20	F	CLEMARIA SOUSA GONZAGA
ID_004783	GERNANDA DA ROCHA DORNELES ANTUNES	1945-02-07	F	QUEVELIN SILVA CARDOSO DORNELES
ID_005256	CLEIDANE SOUZA GUIMARAES	1997-08-14	F	TANISIA REBELO SOUZA
ID_002215	MILITINA GOULART BITTENCOURT	1956-11-03	F	KATRIA SANTOS GOULART
ID_004294	GEOGENES SAMPAIO GALVAO	1982-11-07	M	ADEMILSA NASCIMENTO SAMPAIO
ID_008377	EDENIVALDO ARAGAO SILVA	1902-10-18	M	ADEMILSE MAGALHAES ARAGAO
ID_008379	ADIRA ALMEIDA TELES	1932-05-18	F	AURANI BARROS ALMEIDA
ID_002854	REDI DRUOND REZENDE	1970-08-01	M	ROBENICE CUNHA DRUMOND
ID_001054	GLENDER ZAGALO CALDEIRA NOVAIS	1959-09-13	M	DEUSINA ASSUNCAO FERREIRA CALDEIRA
ID_007673	IDIANA SOUSA CAMACHO	1937-06-25	F	JOSECLEI DOMINGUES SOUSA
ID_007809	RERIS PEIXOTO DAS NEVES BONFIM	1955-07-13	M	ZOE PIMENTA FOGACA DAS NEVES
ID_003522	SORANA FERNANDES ALVES	1929-04-20	F	JORCIELE ARAUJO FERNANDES
ID_007208	JAIANE GOMES FIGUEIROA	1938-01-06	F	FLORINEIDE CHAVES GOMES
ID_005553	ORINEIA GERALDES BARROS	1918-04-13	F	EDGLEIDE BELCHIOR GERALDES
ID_003646	ANAGILDA MESQUITA CURADO	2013-05-03	F	MAIURA MORAIS MESQUITA
ID_009813	RUD SOUSA MUNIZ	1945-12-25	M	PAULIA VARELA SOUSA
ID_007307	LEONINA DIAS OURIQUE ESCOBAR	2012-11-15	F	IZETI MEDEIROS DUARTE OURIQUE
ID_006909	NEDJA DA MATA TRINDADE	1903-01-25	F	RIZZIA FERREIRA DA MATA
ID_004953	ADVANDRO IBRAHIM NUNES	1952-08-02	M	AGMARIA CUNHA IBRAHIM
ID_002730	EGILTON MARTINS LACERDA	1942-02-13	M	FRANCENILDES MARTINS MARTINS
ID_004823	FUAD RODRIGUES	1998-06-24	M	ITAUANE ZAGALO RODRIGUES
ID_008146	ALACID LIMA ASSIS	1966-12-25	M	NELIANI ARRUDA LIMA
ID_001263	MARIZETE TAVARES DAMASIO	1903-03-14	F	REANA DA CONCEICAO TAVARES
ID_004529	KIMILI NOGUEIRA TORRES	1988-08-10	F	MARNILDE SANTANA NOGUEIRA
ID_008280	DELIOMAR GOIS GUTERRES SILVA	1928-06-16	M	ARLENICE GODINHO PEIXOTO GUTERRES
ID_002651	ERNESTINO CAETANO LANCASTRE DA CUNHA	1955-01-04	M	EUDA DAS NEVES LESSA LANCASTRE
ID_000537	IVALDIR GODINHO	1943-05-10	M	NICKOLY VILELA GODINHO
ID_007865	ROLLAND TELES FOGACA	2001-07-12	M	GILNEIA SOUZA TELES
ID_003978	ALMECINA BARBOSA FOGACA	1995-02-20	F	GUILHERMINIA DORNELES BARBOSA
ID_000092	RAIMUNDINHA DA ROSA	1926-04-21	F	ARLEI GOMES DA ROSA
ID_002867	EDRISE NONTEIRO BELCHIOR	2000-08-04	M	LAODENITA SOUZA MONTEIRO
ID_007817	JORCILEIDE PORTO DAMASIO LEIRIA	1958-10-03	F	ROSEMARCIA AVILA VIDAL DAMASIO
ID_007169	VALDERISE ASSIS MORAES	1993-07-08	F	MARLOVA MENEZES ASSIS
ID_009663	NALDIRENE SALES CAMACHO	1929-01-19	F	AUMERINDA AZAMBUJA SALES
ID_000686	OTONE MENEZES GERALDES	1913-01-27	M	MERCELA MOREIRA MENEZES
ID_008911	AWESLEY PADILHA BRITES	1928-03-19	M	EDVIGES GOIS PADILHA
ID_009556	NOACIR SOUZA TAVARES	1910-06-20	M	MANOELINA SALGUEIRO SOUZA
ID_002181	ADNAEL PORTO CORDOBA	1981-06-02	M	REIANE VARELA PORTO
ID_009891	DUMAS BERNARDES GIL	1951-11-24	M	LEDICE PARIS BERNARDES
ID_005781	FABILIO CASTRO NOVAIS	1900-06-08	M	JURANILDES OURIQUE CASTRO
ID_002163	DEDA AGOSTINHO ZANETTE	1960-05-11	M	GRIGORIA ALMADA AGOSTINHO
ID_003103	SANDRIELI MENDES SALAZAR	1964-01-14	F	KETINA MAIA MENDES
ID_008661	ILONA CASTRO DA CRUZ	1917-09-07	F	LUDI CAETANO CASTRO
ID_003549	CISA ALEGRIA MONTEIRO	1912-10-06	F	SONALI GENTIL ALEGRIA
ID_000077	LORUAMA MORGADO XAVIER	1952-09-20	F	JUVETE MARTINS MORGADO
ID_000234	UILIAMES MESQUITA CALDEIRA NOBREGA	2016-02-19	M	ESTEFANEA BRITES PINHEIRO CALDEIRA
ID_002510	EUGENICE IBRAHIM BELCHIOR	1973-09-08	F	EME DRUMOND IBRAHIM
ID_003257	JANILSO RAMOS CASTRO QUARTEIRA	1914-01-12	M	RISAUVA SOUSA DIAS CASTRO
ID_003684	MARILES PIRES CALIXTO SOUSA	1934-04-10	F	EUDIANE DIAS FREITAS CALIXTO
ID_009589	ERIZETE MENEZES TRINDADE	1914-08-12	F	IRLANA ARRUDA MENEZES
ID_006084	TAIUAN QUARTEIRA ALVIM	1911-11-04	M	GRASSIELI ZAGALO QUARTEIRA
ID_001720	ARLEUZA BARROS VILELA	1909-01-20	F	IRANISE NASCIMENTO BARROS
ID_007020	CRISLANEA ALBUQUERQUE MEIRELES	1918-08-01	F	DEOLIDES MENDES ALBUQUERQUE
ID_005607	LUCIMARE TEIXEIRA INFANTE	1905-07-01	F	NEUMARIA ALMEIDA TEIXEIRA
ID_009828	RICHARDO FIGUEIREDO ALMADA	1942-02-13	M	LEDENICE MENDES FIGUEIREDO
ID_008362	AGRAIR SOUZA ALENCASTRO	1987-07-22	F	ALESANDRA GIL SOUZA
ID_008926	VALGEAN PERES RAMOS	1942-10-12	M	TARLIANE SILVA PERES
ID_003018	AZAIR GOULART PEIXOTO PEIXOTO	1902-09-02	M	NINITA PORTELA ARAUJO PEIXOTO
ID_008086	SONILTON MELLO RIBEIRO	1953-01-11	M	GILCLESIA MESQUITA MELLO
ID_006066	MIRDES BARRETO APOLINARIO	1953-06-26	F	KATIUSCA MARTINS BARRETO
ID_007205	LAUDERSON MACHADO MUNIZ	1960-01-15	M	RONISCLEIA BRITES MACHADO
ID_003400	DENISA PARIS BARRETO JESUS	1917-05-25	M	KAREEN CAMILO ARAGAO BARRETO
ID_003660	JARDESSON FERNANDES QUEIROZ	1976-03-17	M	RAKELI SUBTIL FERNANDES
ID_002562	WILMAN APARICIO CORTES	1941-09-12	M	LUADNA PINHEIRO APARICIO
ID_002076	OIGRES DA MOTA FOGACA ROCHA	1950-09-27	M	NINEIA ALEGRIA SOARES FOGACA
ID_007887	LEAMARA VIANA PIRES	1917-01-19	F	JADILANE PACHECO VIANA
ID_005045	RENILDE SILVA DA CUNHA	1967-12-11	F	OCILA MENDES SILVA
ID_002430	IZALDITE SILVA XIMENES	2017-07-17	F	LAICE PEREIRA SILVA
ID_001024	AGEMAR MENEZES SOARES	1921-09-28	M	VAUNICE CARDOSO MENEZES
ID_003629	MEIRIELLEN SOUZA IBRAHIM	1933-11-02	F	JARDANIA CAMILO SOUZA
ID_001877	JORCINEIA SOUSA ZANETTE	1925-08-18	F	GILSARA SILVA SOUSA
ID_008549	URBANA FARIAS ASSUNCAO	1954-05-22	F	DINAVA IBRAHIM FARIAS
ID_003704	LOURINDO ALVIM REBELO	1939-07-22	M	LUCINIRA DIAS ALVIM
ID_008663	PRISCIA MELO DINIS ESPINOSA	1949-02-28	F	ANALHA MORGADO RODRIGUES DINIS
ID_003540	MIRNO GOMES QUEIROZ	1944-06-05	M	MEIREANE DORNELES GOMES
ID_000928	ROANE GUIMARAES RODRIGUES	2016-07-12	F	LORIN ARAUJO GUIMARAES
ID_007981	TELVIO GOMES TELES	1902-12-22	M	LEUDIJANE AGUIAR GOMES
ID_009591	CLAUDECIA SILVA DA ROSA	1994-12-13	F	TAMAIRA SILVA SILVA
ID_007594	JOE SIQUEIRA ARAGAO	1905-01-03	M	KAROLLAYNE BRITO SIQUEIRA
ID_005205	LIVIA CASTRO FOGACA	1965-03-26	F	PIETA ALBUQUERQUE CASTRO
ID_007273	ALCIDEMAR PEIXOTO DA PAZ	1993-09-20	M	WEND NEVES PEIXOTO
ID_008394	ITANAMARA MORAES FREITAS	1939-12-18	F	TIMOTEA CAPELO MORAES
ID_002073	CHAINE CARVALHO AVILA	1916-04-13	F	GRACIETE PARIS CARVALHO
ID_002482	INFANCIA GOULART DOMINGUES	1988-12-27	F	SANTUZZA BARROS GOULART
ID_000356	JOSCELAINE SILVA SALES	1963-07-11	F	FUMIE DOS REIS SILVA
ID_005494	ELESBAO ALMEIDA ARAUJO	1946-04-09	M	TESSA DA CONCEICAO ALMEIDA
ID_004487	REJANILDO TEIXEIRA SIQUEIRA	1917-07-19	M	BREDA RODRIGUES TEIXEIRA
ID_008844	NELZELI REBELO	1916-02-28	F	IDAMARIA MOURA REBELO
ID_007128	ROSIDEIA VARELA GUIMARAES FLORES	1900-07-14	F	TAIRINI CRESPO GOMES GUIMARAES
ID_007470	GILVANILSON CARVALHO AVILA	1986-11-18	M	JOSIMARA JESUS CARVALHO
ID_002444	ATIE SOUZA PAIVA	1948-08-02	M	RENANDA ALVES SOUZA
ID_004755	KAIS OURIQUE DA ROSA	1962-04-17	F	LOURENI TELES OURIQUE
ID_006216	CLAUDEAN QUEIROZ BAPTISTA	1987-03-05	M	LINDINALVA ZAGALO QUEIROZ
ID_000604	LEONOR SOUSA	1981-04-22	F	ELIEUZA ALVES SOUSA
ID_001448	SAYONARA SOUSA RESENDE	2019-04-24	F	FRANCIDENE INFANTE SOUSA
ID_005740	GEISISLAINE AGOSTINHO SOUSA	1982-09-03	F	CLAUDIMAR CAETANO AGOSTINHO
ID_002613	VIOLANTE VASCONCELOS MEDEIROS	1900-06-03	F	BRASINA DAS NEVES VASCONCELOS
ID_000499	KIUVIA SOUSA ANDRADE MELO	2015-09-03	F	ENILIA FELIX VIEIRA ANDRADE
ID_004330	NAOE GARCIA ANTUNES VARELA	2008-11-21	F	SORIANA TAVEIRA RODRIGUES ANTUNES
ID_002312	SAMARI IBRAHIM APARICIO	1957-11-21	F	XENIA PEREIRA IBRAHIM
ID_004345	ADACILDO FERNANDES PERES	1963-03-01	M	EDRIZIA GOULART FERNANDES
ID_009394	LEIRIDIANE ILHA DAVILA	1921-01-28	F	EDEMEA AVILA ILHA
ID_008758	ANARILDA CASTRO SOUZA	1993-06-09	F	ENELSI LESSA CASTRO
ID_006442	WALDIVIA LEIRIA EVANGELISTA	1937-01-13	F	ANADRIA PERES LEIRIA
ID_003818	IRAIDE PACHECO GOUVEIA	1993-07-18	F	JOSECILDA SOUZA PACHECO
ID_006929	NADIELLE ARRUDA DA ROSA	1983-01-15	F	GEOVANKA NEVES ARRUDA
ID_003819	AMAZILIS GOMES	1968-09-21	F	ELSIVANE SILVA GOMES
ID_000094	MAIRI MONTEIRO VILELA	2007-08-04	F	ALDIONE PACHECO MONTEIRO
ID_007581	JANIQUELE SILVA ESPINOSA	1965-09-24	F	KIVEA ARAGAO SILVA
ID_008065	ZEBINA FOGACA OURIQUE	1987-05-13	F	MAXILENE FARIAS FOGACA
ID_003486	EDICEL CAETANO GUEDES	1922-10-13	M	ACENIR ALBUQUERQUE CAETANO
ID_005279	DIOVANI SILVA MENDES	1910-10-05	M	DIOMARA SILVA SILVA
ID_004961	NEMIA NUNES AVILA	1904-08-11	F	CLAUDIRA GOUVEIA NUNES
ID_008151	GERARDA TRINDADE MAGALHAES	1930-01-09	F	ALDADINA AGOSTINHO TRINDADE
ID_008073	NILZIETE BARBOSA TAVEIRA	1982-12-06	F	EDILCILENE VIEIRA BARBOSA
ID_003272	LONG BOAVENTURA BARROS	1904-03-22	M	XIMENA PAIVA BOAVENTURA
ID_006428	LENUZIA ALVES MORGADO	1966-02-09	F	EDRIANA FOGACA ALVES
ID_005127	KAIAN ARAUJO GOMES	1978-10-25	M	VALNIDES MOURA ARAUJO
ID_006963	ALESXANDRA MEIRELES FRUTUOSO	1928-07-10	F	SAIENE ARAGAO MEIRELES
ID_005601	ALIUCHA PINTO CALIXTO	1939-08-19	F	JOVERCINA BAPTISTA PINTO
ID_000662	WRIEL REBELO FARIAS	1902-04-25	M	KATIE VIDAL REBELO
ID_000362	FRANCILEDA ARAUJO SOUZA	1978-08-20	F	ORDILEI SOUZA ARAUJO
ID_007279	IVENA ALVES CUSTODIO	1990-04-10	F	CHEYENNE ALVES ALVES
ID_009419	LINDENILSON FIGUEIREDO MACHADO DOMINGUES	1965-04-28	M	NELSIMARA ALVES MEDEIROS MACHADO
ID_003793	AUZELITA CORDOBA SOUZA	1927-02-06	F	ROSSELINE DAS NEVES CORDOBA
ID_005659	GLEFERSON MONTEIRO BARROS	1912-12-11	M	GENALRA BELEM MONTEIRO
ID_009178	NELZITO VILELA SIQUEIRA	2007-03-06	M	GICLECIA SALES VILELA
ID_009231	JEN DAVILA VIEIRA	1999-11-23	M	ARDETE SANCHES DAVILA
ID_008702	MERCINDO QUARTEIRA	1998-09-24	M	MARLUZA PARIS QUARTEIRA
ID_007763	OLIVEIRO PORTELA MOURA MODESTO	1929-09-01	M	FLORBELA FELIX MOREIRA MOURA
ID_008131	FADUA PADILHA	1996-08-14	F	LIONIRA AGUIAR PADILHA
ID_001973	ADEVANDA FERNANDES ROCHA	1943-05-10	F	TACIMAR MORAIS FERNANDES
ID_008953	LUCIVANDER SOUSA OLIVEIRA MORAIS	1981-08-22	M	EGNALVA MONTEIRO DOMINGUES OLIVEIRA
ID_005076	SORLEI PEREIRA CAVALCANTE	1948-03-24	F	DOMARIA BAPTISTA PEREIRA
ID_001484	CRECIA SILVA QUEIROZ	1983-12-10	F	IVANEUZA PINHEIRO SILVA
ID_008699	DEVANIO SILVA PEIXOTO	1910-03-14	M	DARLET NUNES SILVA
ID_000329	KAITO SILVA TEIXEIRA	1922-04-06	M	CLACIA CURADO SILVA
ID_008501	TERIVALDO DA ROCHA MUNIZ	1974-01-24	M	NATAL DAVILA DA ROCHA
ID_001780	ASRIEL ALVES SALES	1921-11-03	M	HAIFA GOUVEIA ALVES
ID_001168	GEDILMA MARTINS LIMA	1994-09-21	F	ANISLEIA NUNES MARTINS
ID_001611	MAURICLEIDE LIMA PEREIRA BARROS	1905-10-14	F	MARICELE FERRARI NOGUEIRA PEREIRA
ID_003392	DRUMOND DA CRUZ AVILA	1967-07-14	M	AMARILIS DA CRUZ DA CRUZ
ID_009784	VALQUECIA IBRAHIM SANTOS	1953-02-22	F	DIESI ALEGRIA IBRAHIM
ID_005192	LEIDINAURA CARDOSO PACHECO	1928-10-22	F	AMINADABIA MACIEL CARDOSO
ID_001566	KAYLLAN AVILA AGOSTINHO	2016-07-25	M	JANILENE EVANGELISTA AVILA
ID_000115	LEVERTINO MEIRELES GOULART	1959-01-07	M	WANDERLUCE FRUTUOSO MEIRELES
ID_009067	DENIVON FERRARI JESUS CARDOSO	2008-05-02	M	CLAUSIANE VIDAL SOUSA JESUS
ID_006612	MASAKO OURIQUE ALEGRIA	1931-07-25	F	INGLITI GODINHO OURIQUE
ID_004704	MABEL MACHADO AZAMBUJA	1977-07-01	F	CLEUMA FIGUEIROA MACHADO
ID_007871	FELIPE GUEDES FERRARI	1925-02-17	M	JUSCINETE TORRES GUEDES
ID_001751	MAGDIANE AMORIM PIMENTA SALGADO	1965-02-09	F	EDVANILDES PEREIRA BAPTISTA PIMENTA
ID_006654	DAYSIANE DANTAS ALVES	1957-04-16	F	INGRIND ARAUJO DANTAS
ID_007137	RISTER GENTIL ILHA CAMPOS	1935-11-14	M	JUSAMARA SALAZAR MAGALHAES ILHA
ID_000377	IVALDO MODESTO SOUZA	1990-04-21	M	INALDI CAMPOS MODESTO
ID_006045	GESMO GOMES FREITAS	1940-01-22	M	SIMONICA ASSUNCAO GOMES
ID_004974	MATOZINHOS MALDONADO PINTO	2015-01-07	M	EZENIRA MARTINS MALDONADO
ID_009436	MAXISON CORTES ARAUJO ZANETTE	1972-12-23	M	MAVIA SALGUEIRO ALENCASTRO ARAUJO
ID_001748	ELIZANETE DA CONCEICAO PACHECO	1944-06-17	F	EVANAIDE SOUSA DA CONCEICAO
ID_002374	BETIZA ARAUJO VIEIRA	1959-11-26	F	ARCIDA RIBEIRO ARAUJO
ID_008749	MERIS PARAISO PERES FIGUEIROA	1944-12-09	F	ALVELINDA SALAZAR CHAVES PERES
ID_001328	SANDIANE SOUZA	1965-12-07	F	TAICIANE DAVILA SOUZA
ID_004409	IRLEIDE DAS NEVES SIQUEIRA	1981-04-08	F	VELEIDA FERRARI DAS NEVES
ID_008877	JUSCEMARA JESUS FIGUEIROA	1900-02-27	F	EDIME MORAIS JESUS
ID_002339	ELINELMA MELO CALDEIRA MOREIRA	1971-08-15	F	ADRIADINA MESQUITA PIMENTA CALDEIRA
ID_004692	NERE GENTIL FERNANDES ALVES	1930-09-05	F	DEIDRE SOUZA MENDES FERNANDES
ID_000617	EDIMAN SILVA NOGUEIRA	1904-05-02	M	LUCASSIA PEREIRA SILVA
ID_003353	ALGIMIRA SILVA DAS NEVES	1940-04-05	F	CARO PADILHA SILVA
ID_007814	GENIVIA MOREIRA XIMENES	1916-05-05	F	RALISSA DAS NEVES MOREIRA
ID_006089	LUCIKELLY MENDES SILVA	1998-03-21	F	AURISANDRA BARROS MENDES
ID_008176	TURMALINA FOGACA DA MATA	2016-11-10	F	LERIANA PEREIRA FOGACA
ID_003916	MACIRO PADILHA FOGACA	1957-01-11	M	CLEUMIDES ALENCASTRO PADILHA
ID_000678	DINEUZA GONZAGA JESUS	1961-10-07	F	VERENITA VIEIRA GONZAGA
ID_002899	PROSOLINA MEDEIROS ALVIM	1953-11-20	F	SCHAIANE MEDEIROS
ID_003111	ALAIDES SOUZA ALMEIDA NUNES	1985-07-06	F	ADECIR QUARESMA GODINHO ALMEIDA
ID_005293	RODRIGGO NASCIMENTO ZANETTE MAIA	1927-06-07	M	LUTIELI MENDES GOIS ZANETTE
ID_004065	AMELINE CRESPO FREITAS	1954-02-25	F	ETERNA VASCONCELOS CRESPO
ID_005086	EDELVAN NOBREGA NASCIMENTO	1921-09-09	M	EREDITE TEIXEIRA NOBREGA
ID_008785	NYMPHA MENEZES MACIEL	1950-04-01	F	LIDRIANA APOLINARIO MENEZES
ID_008383	TAIDE MARTINS XAVIER	2013-04-05	M	JOSELANA ESCOBAR MARTINS
ID_005507	MIRLANDA MODESTO DA PAZ	1975-07-03	F	VALDINEIDE DIAS MODESTO
ID_005275	IARIA SAMPAIO JESUS	2008-02-05	F	MARINESE GIL SAMPAIO
ID_006499	SUELEN DA CUNHA BAPTISTA	1984-12-13	M	SUMAIA PERES DA CUNHA
ID_009074	ROSI MALDONADO NOGUEIRA	2017-01-11	F	ELIATA FOGACA MALDONADO
ID_008016	LEDIAN GALVAO RIBEIRO	1999-02-21	F	LIONELA MORAES GALVAO
ID_003432	CERONI NOBREGA MORAES	1942-05-20	F	DILCELIA DOMINGUES NOBREGA
ID_009181	FRONTINO FIGUEIROA CAMPOS PACHECO	1935-11-23	M	MAZIELE SOUZA MACIEL CAMPOS
ID_004734	INGOBERT PIMENTA MELO	1964-11-07	M	CORALIA SOUZA PIMENTA
ID_000764	DERALDINO FERRARI MONTEIRO	1974-02-01	M	LARIANA ESTEVES FERRARI
ID_007290	VALDIONE JORDAO PEIXOTO	1984-05-18	M	CLEDINA SALGUEIRO JORDAO
ID_004884	VERONISSE PEREIRA SILVA	1986-08-10	F	JOCEMAR DA LUZ PEREIRA
ID_000826	NIBALDO IBRAHIM SOUSA	1933-06-09	M	ADELANIA PEIXOTO IBRAHIM
ID_003760	JORJANE PINHEIRO ARAUJO	1983-01-03	F	CLEOMIRA PIRES PINHEIRO
ID_004678	MATHES MUNIZ GUIMARAES	1971-10-14	M	SUARA PEREIRA MUNIZ
ID_009259	ADEMILTA PORTO ORNELAS	1981-01-08	F	DANIELLY PEREIRA PORTO
ID_001537	MAICON DA MATA PEIXOTO	1939-08-21	M	NEIRI DA CRUZ DA MATA
ID_002429	SAVIO DA PAZ CASTRO	1912-05-23	M	CLEMIRA FERNANDES DA PAZ
ID_000042	GIUVANA MEDEIROS HERNANDES	1994-08-15	F	POLLYANA SOARES MEDEIROS
ID_002271	DOGINALDO FIGUEIREDO SOUZA	1900-06-19	M	LINDAUVA XISCO FIGUEIREDO
ID_007739	ISRAELE PIMENTA	1900-03-07	F	AURENISSE MENDES PIMENTA
ID_001758	CORINA AVILA MARINHO NEVES	1957-12-26	F	IRENILZA MONTEIRO MARINHO MARINHO
ID_000835	NEDIRA OLIVEIRA CAMPOS	1920-02-27	F	ROSENADIA DA CUNHA OLIVEIRA
ID_000824	ISABELLY SILVA MODESTO	1990-07-11	F	GRACIVANE ILHA SILVA
ID_003940	VALMIZA CAETANO NUNES SILVA	1972-12-14	F	IRADI SALES SOUSA NUNES
ID_001133	GISCARD BEIRAMAR ALVES AVILA	1938-03-13	M	VANCLEIDE SILVA RIBEIRO ALVES
ID_007061	RICELI CRESPO ILHA	1996-02-01	F	GLEISILANE SALES CRESPO
ID_000389	IRLESON RAMOS FIGUEIREDO	1961-12-18	M	EGRE MUNIZ RAMOS
ID_003509	ANTONINIO DOMINGUES MARTINS	1986-12-20	M	VALMIRETE ANDRADE DOMINGUES
ID_002171	SELENICE SANTOS SOUSA	2016-11-25	F	LUCIDELIA NEVES SANTOS
ID_006313	ALEQUES SALES GASPAR	2005-05-03	M	DEUSILEIDE SALES SALES
ID_009958	CLEGIANE SILVA SILVA	1916-09-26	F	KATICILENE PORTELA SILVA
ID_004080	ALUSKA PARIS SILVA	1914-11-13	M	IRASILDA ALMEIDA PARIS
ID_008795	ELISANA MESQUITA BARRETO	1950-11-17	F	ALRIZETE RIBEIRO MESQUITA
ID_000118	MILADE FERREIRA ALENCASTRO	1951-07-24	F	DALVILENE DA ROSA FERREIRA
ID_005191	OSMILDE FURTADO CAVALCANTI	2004-04-11	M	BEATA HERNANDES FURTADO
ID_006816	RAIMAN NASCIMENTO SILVA	2018-03-06	M	ASSIMA ROCHA NASCIMENTO
ID_004968	MARCONEIDE SOUZA GUTERRES	1962-07-01	F	DEMETILDES MARTINS SOUZA
ID_004569	ODENOR QUEIROZ DA MATA	1924-06-13	M	DIJENANE CONCEICAO QUEIROZ
ID_003081	NEOMIZA ZAGANELLI	1917-10-01	F	BILL XIMENES ZAGANELLI
ID_006687	MARISTELMA CAPELO FREITAS	1956-05-27	F	CLAUDILEIA CURADO CAPELO
ID_001112	EDANIEL SILVA	1999-10-20	M	DELZANIRA MEDEIROS SILVA
ID_009486	IDALIANE ESPINOSA GOMES	1966-06-19	F	MERICELIA SILVA ESPINOSA
ID_005516	ADILCELIA BRITO BELCHIOR	1902-05-10	F	JOSABEL GONCALVES BRITO
ID_007978	DIONALDO GUTERRES CUNHA SANCHES	1917-03-06	M	DJENEFER CALIXTO BAPTISTA CUNHA
ID_006509	ELIEN AMORIM GUIMARAES	1959-06-10	F	FRANCIPAULA ILHA AMORIM
ID_009469	ELIASMAR LACERDA CORTE REAL	1989-03-25	M	WADJA HERNANDES LACERDA
ID_003569	FRANCILBERTO HIPOLITO LOPES	1985-12-12	M	LEDA HILARIO HIPOLITO
ID_007597	GEMINIANO MARQUES GIL	1943-07-01	M	ASSIMA DA CRUZ MARQUES
ID_006849	MADIANO BARBOSA BERNARDES	1920-04-04	M	ESMERI HIPOLITO BARBOSA
ID_001465	JOSEILSON RAMOS SALAZAR	2018-05-15	M	IDELVIRA FREITAS RAMOS
ID_009045	EUGELIA SOUSA VIANA TAVARES	1954-08-12	F	OLIVETE COUTINHO MARTINS VIANA
ID_005358	CIDELCINA MAIA SOUSA	1921-08-28	F	EROTEDES FARIAS MAIA
ID_001714	FRANSUEL SOARES GOIS	1996-01-27	M	UBIRANILDA SILVA SOARES
