id	name	birth_date	sex	mother_name
ID_noise_000721	GLADISSON CARVALHO VASQUES	2006-07-25	M	ELIZEUMA SILVA CARVALHO
ID_L_001087	SALLES MOURA LOPES	1978-02-05	M	VALDIREIA INFANTE MOURA
ID_noise_000322	TACILDA ALVES LOPES	1932-11-08	F	FLORDILENE ALVES ALVES
ID_L_001623	JUCIRLANE MAGALHAES	1950-01-19	F	ZURAIDE MORAES MAGALHAES
ID_L_004185	MAURINALDO XISCO FERRARI	1900-11-28	M	MILESSA LANCASTRE XISCO
ID_noise_000238	LIDOMAR CAVALCANTE PEIXOTO	2004-05-14	M	CLAUDEILDE CAETANO CAVALCANTE
ID_L_005905	LUCIVONE SOUZA FIGUEIROA	2003-02-02	F	VALNIA PINTO SOUZA
ID_noise_000309	LOURENE LIMA COUTINHO	1910-05-28	F	SUIAN RAMOS LIMA
ID_noise_000083	ELINALDA AZAMBUJA TEIXEIRA TELES	1970-09-12	F	SILVONETE FELIX NOBREGA TEIXEIRA
ID_noise_000360	GEOVANINE DUARTE PIRES	2013-08-14	M	LUCITELMA ALMEIDA DUARTE
ID_noise_000877	CLENIR MORGADO BAPTISTA	1937-06-02	F	MARIOLGA MALDONADO MORGADO
ID_noise_000799	ENDIE MALDONADO HILARIO	1958-12-06	F	NERLANDIA BEIRAMAR MALDONADO
ID_L_008588	AIUDA MORAES DINIS	1975-06-27	F	ROGISLAINE GOMES MORAES
ID_L_006515	LAUDENOR DAVILA GALVAO	2018-09-17	M	TEONILA ZAGANELLI DAVILA
ID_noise_000363	NEDIS GUTERRES REZENDE	1997-11-22	F	ERMILDA ALBUQUERQUE GUTERRES
ID_L_003298	UEMERSON CARDOSO MAGALHAES	1929-05-05	M	SIDONIA LESSA CARDOSO
ID_noise_000546	LOIVACI FERRARI FIGUEIROA	1998-12-24	F	ENIVANIA DORNELES FERRARI
ID_noise_000910	DINAVA TAVARES	1998-12-09	F	HITLER FLORES TAVARES
ID_noise_000250	ISES SILVA CUNHA	1927-11-10	F	EURIZETE NOGUEIRA SILVA
ID_noise_000765	LIDERICO CAVALCANTE JAQUES	1989-06-03	M	RUBILANE TELES CAVALCANTE
ID_noise_000389	ZELITO VILELA VIEIRA CARVALHO	1935-10-15	M	PETUNIA GOUVEIA FARIAS VIEIRA
ID_noise_000952	SCHARON FIGUEIREDO ESTEVES	1923-02-08	F	JORGELIA FREITAS FIGUEIREDO
ID_noise_000805	ELIGELSON OLIVEIRA CHAVES	1019-05-07	M	JAIDENE AMORIM OLIVEIRA
ID_noise_000591	ETIS FERREIRA ASSIS	1965-05-07	M	DVANIA MARINHO FERREIRA
ID_noise_000907	DERLENE SAMPAIO ZAGALO	1948-08-33	F	NEITE PERALTA SAMPAIO
ID_L_006212	JOCASSIA BOTELHO BARROS	1901-05-27	F	MOSANA SILVA BOTELHO
ID_L_003577	NARAN SUBTIL GUEDES CRESPO	2005-12-10	M	LORNA ILHA PACHECO GUEDES
ID_noise_000105	VIRGILIANA CAETANO MELO	1916-11-09	F	MAILDES CARVALHO CAETANO
ID_noise_000540	GIANFRANCO SILVA MELLO SALAZAR	1971-09-02	M	LALESSA VARGAS ALMADA MELLO
ID_L_009584	GEISO QUARESMA DA MOTA	1991-02-08	M	MIRTILENE DOS REIS QUARESMA
ID_L_008327	WILLIANSON ALVIM MENEZES	2011-04-08	M	JUCEANE GARCIA ALVIM
ID_L_008018	ADBALDO NOVAIS SILVEIRA MORAIS	1915-07-08	M	ARITANIA PINHEIRO OURIQUE SILVEIRA
ID_noise_000085	CLAODETE CORTES	1906-08-16	F	RAFANIA IBRAHIM CORTES
ID_noise_000899	VALDERIQUE PERES AZAMBUJA	1978-07-09	M	JOSENEIA TAVARES PERES
ID_L_005345	DEURENE NASCIMENTO NOGUEIRA	1902-09-01	F	CLEMENCIA FREITAS NASCIMENTO
ID_noise_000077	CELENA GUEDES BERNARDES	1921-12-27	F	LUCIJANIA EVANGELISTA GUEDES
ID_noise_000617	VALTEMIRA FURTADO CAVALCANTE	1979-09-06	F	DALVIMAR BARROS FURTADO
ID_noise_000209	JOELEN SANCHES CAMPOS	1996-07-28	F	SIRLENE XIMENES SANCHES
ID_noise_000770	ZODJA CAPELO CASTRO DA CRUZ	1928-10-26	F	BANCA SOUSA NOGUEIRA CASTRO
ID_L_009313	NAJA ESTEVES DUARTE	1941-09-01	F	ADIRLENE MARQUES ESTEVES
ID_noise_000211	KENIN ZANETTE ESPINOSA	1969-10-21	M	RENESSA ALVES ZANETTE
ID_L_003236	ICA ZAMPAIO MOURA	1931-03-07	F	ZELENILDA PERES SAMPAIO
ID_L_005565	IRAO INFANTE SILVA	1961-12-23	M	JASLANA ALEGRIA INFANTE
ID_noise_000565	MARCIVALDO DA ROCHA SILVEIRA	1900-07-21	M	KEDIA DA COSTA DA ROCHA
ID_L_003317	MACKISON ALMEIDA CASTRO	1979-09-22	M	NIVANDA VARELA ALMEIDA
ID_L_005314	IADIA ALMEIDA ALVIM	1913-12-11	F	CORA HIPOLITO ALMEIDA
ID_L_008973	JESSAMINE AMORIM PORTO	2019-10-25	F	ACINTIA SILVA AMORIM
ID_L_009941	SEPRIANO MOURA VARGAS	1949-02-12	M	ODICE XIMENES MOURA
ID_noise_000720	MATIANE DRUMOND PADILHA	1990-05-17	F	VIRGILIA TRINDADE DRUMOND
ID_noise_000691	ORLEIA XAVIER ARRUDA	1983-07-01	F	INDAIANE MONTEIRO XAVIER
ID_noise_000806	ELIONDAS SOUZA PEIXOTO	1974-04-05	M	IZILDINHA SILVEIRA SOUZA
ID_noise_000473	FRANCINADIA CARVALHO MEIRELES	1900-04-11	F	MARIAJOSE VASQUES CARVALHO
ID_noise_000651	NAIRDES XISCO BELEM	1976-09-16	F	AMABILIS AMORIM XISCO
ID_noise_000178	IRACEA GALVAO FERNANDES	2009-01-27	F	JADDE SOUZA GALVAO
ID_noise_000958	LERI TELES SALGADO	1915-10-27	M	YETTE NOVAIS TELES
ID_noise_000825	GELCI COUTINHO FELIX	1944-06-10	F	MARIZALVA QUARESMA COUTINHO
ID_L_009055	CLEIDILSON TRINDADE JAQUES	1989-03-23	M	JECINEIDE FLORES TRINDADE
ID_L_006384	GEVANIL DOMINGUES GERALDES	1915-07-17	M	SUANI FRUTUOSO DOMINGUES
ID_noise_000251	VANILCIO CAMACHO MENEZES	1924-08-28	M	DIONELI GIL CAMACHO
ID_noise_000108	CLAUDECIO GUTERRES SOUSA	1909-04-17	M	GILSANE IBRAHIM GUTERRES
ID_L_006701	ATAISIO SOUZA MOREIRA	1913-02-03	M	TEREZE OLIVEIRA SOUZA
ID_L_007219	JOANDESON LEIRIA ZAGALO	1985-03-08	M	ANARILDA DA MOTA LEIRIA
ID_L_000014	ACARCIO RAMOS FREITAS	1973-11-08	M	DEJANINE MALDONADO RAMOS
ID_L_003278	INDARA HIPOLITO GUEDES	1925-06-06	F	ONISE AVILA HIPOLITO
ID_noise_000406	JADILZA BAPTISTA MORAIS	2012-02-13	F	ODINELIA COUTINHO BAPTISTA
ID_L_009860	STIVE MAGALHAES CARDOSO	1940-04-17	M	ANERITA MAGALHAES
ID_L_001671	GORO MONTEIRO VIEIRA	2007-05-10	M	MAVILA MARTINS MONTEIRO
ID_L_009955	DUCINEIDE BEIRAMAR	1924-04-12	F	LEIDIMARIA GASPAR BEIRAMAR
ID_L_001118	KELLVIN ZANETTE	1914-10-20	M	LUECI SALAZAR ZANETTE
ID_noise_000976	HORACIA DOS REIS MOREIRA	1909-05-19	F	GIUVANIA ARAGAO DOS REIS
ID_noise_000848	MAXWELDER FOGACA PEREIRA	1924-09-26	M	GLEICIELLY ARAGAO FOGACA
ID_L_003633	DEBARA SILVA ZAGANELLI	1999-05-12	F	JUCIELLEN FARIAS SILVA
ID_L_007873	GLAUCIENI PIMENTA CAPELO	1902-04-13	F	CLEISI JESUS PIMENTA
ID_L_002034	ELCITA MENDES SILVA LIMA	1923-02-07	F	KADMA GOULART SOARS SILVA
ID_noise_000193	AURIZA MUNIZ CAVALCANTI	1907-08-23	F	TAISES ALVES MUNIZ
ID_noise_000262	EGISLAINE SOUSA BELCHIOR	1992-05-20	F	YONEKO CORTES SOUSA
ID_noise_000554	RENACIR CALDEIRA SALGADO DOMINGUES	1974-07-16	M	ROSENILDA RIBEIRO PADILHA SALGADO
ID_L_007403	DEJAILTON COUTINHO DIAS	1998-02-22	M	CRISCIANE PERALTA COUTINHO
ID_L_001170	RICARDINA NOVAES PEREIRA	1906-06-23	F	GLEIDS XIMENES NOVAES
ID_noise_000006	ELEMILTON GOMES CALDEIRA	2006-05-12	M	MARIEZA SAMPAIO GOMES
ID_noise_000066	AGEMIRA ROCHA	1986-06-27	F	SHELLIDA NOBREGA RODRIGUES
ID_noise_000180	FABRIANA BOTELHO DANTAS	1931-06-13	F	NAUDIRENE GUTERRES BOTELHO
ID_L_002340	EDINAEL SANTANA SOUSA	1968-12-18	M	SANY GOMES SANTANA
ID_noise_000042	WALTECIR MARTINS PIRES	1908-12-16	M	RITAMARIA ALENCASTRO MARTINS
ID_L_007519	IDARCI SOUSA	1974-07-07	F	SANIELI HILARIO SOUSA
ID_L_008917	CRENIVALDO ROCHA MELLO	1999-10-07	M	LARIELLY SILVA ROCHA
ID_noise_000149	AGENARO FLORES DOMINGUES RODRIGUES	1920-09-15	M	JANCIELE CALIXTO FIGUEIREDO DOMINGUES
ID_noise_000648	ELIABEL DORNELES XAVIER	1922-06-08	M	EVILANI SIQUEIRA DORNELES
ID_L_003857	WILVANIA TAVEIRA MENDES	1919-03-01	F	SONAIDE FREITAS TAVEIRA
ID_noise_000055	LINDOMAR DA ROCHA RIBEIRO MEDEIROS	2002-05-10	M	FLORENILDA CURADO NASCIMENTO RIBEIRO
ID_noise_000975	RONILMA GOMES ZANETTE	1921-05-02	F	NALIN SILVA GOMES
ID_noise_000818	FRANCILVAN FURTADO FARIAS	1963-11-02	M	TADINA DINIS FURTADO
ID_L_003306	LEAMAR GENTIL ARAUJO	1963-10-10	F	JANDILEIDE DA PAZ GENTIL
ID_L_005133	JACKELINE ESCOBAR DANTAS	1929-04-05	F	DORVINA DIAS ESCOBAR
ID_noise_000801	RIVELINO RIBEIRO GALVAO	1969-09-11	M	ELENILDE CALIXTO VIEIRA
ID_L_006986	JOECIA JESUS CAVALCANTI	1974-11-07	F	GLESIANE JESUS
ID_noise_000261	GECILEIA DANTAS ALEGRIA	1965-09-04	F	LUTERCIA GIL DANTAS
ID_L_006556	VALCENIR LEIRIA TEIXEIRA	2017-07-17	M	ELIGEANE ALVIM LEIRIA
ID_noise_000843	AGUINELE BRITES DORNELES	1920-05-13	M	MASIA MARTINS BRITES
ID_L_004395	LIDINEA MENEZES FLORES	2012-06-13	F	ARIADINA ALEGRIA MENEZES
ID_noise_000920	ROSEDALIA FOGACA REZENDE	1919-03-20	F	NARTA SOUSA FOGACA
ID_L_007188	ZILDENE DIAS LOPES	1913-03-01	F	MAIR MENDES DIAS
ID_L_001670	RAILANDA DA ROCHA TEIXEIRA QUARESMA	2011-08-17	F	MAIDA MONTEIRO CORDOBA TEIXEIRA
ID_noise_000216	GIDALVO APARICIO BERNARDES	1967-06-09	M	MERIE MAGALHAES APARICIO
ID_noise_000692	JUCENILDO ALMADA	1939-08-25	M	GECIELE OLIVEIRA ALMADA
ID_noise_000819	JAQUES BOAVENTURA SOUSA	2005-05-26	M	EVALDINA TEIXEIRA BOAVENTURA
ID_noise_000641	CLAUDENE DA COSTA VIEIRA	1959-07-11	F	ALLESSANDRA IBRAHIM DA COSTA
ID_L_000209	IRICEIA SOUZA AGUIAR CARDOSO	1934-01-15	F	URSSULA DUARTE VARELA AGUIAR
ID_L_005010	NILCELINO SOUZA SOUSA GASPAR	2008-07-21	M	TALIMARA GOMES SUBTIL SOUSA
ID_noise_000348	ADELISE CALDEIRA DOS REIS SILVEIRA	2013-01-04	F	ALDEIDES DA PAZ CORTES DOS REIS
ID_L_000458	DEUSVALDO SILVA REZENDE	1926-10-19	M	CELITA FARIAS SILVA
ID_L_006244	WALDEQUE DRUMOND DOS REIS	1991-10-20	M	IGNA DRUMOND DRUMOND
ID_L_009159	MARLISE MENDES DA LUZ	1924-05-09	F	EUFLAZINA CARDOSO MENDES
ID_noise_000345	JEANIO GONCALVES	1963-04-19	M	NATA VIEIRA GONCALVES
ID_noise_000802	EDEMIR PINHEIRO GODINHO	1996-10-10	M	CRISANIA MACHADO PINHEIRO
ID_L_006992	GEISO ALMEIDA GODINHO	1982-10-16	M	AURELINA MODESTO ALMEIDA
ID_L_004340	VALTEMBERGUE MALDONADO JAQUES	1912-08-21	M	CILCA SIQUEIRA MALDONADO
ID_noise_000187	FABO FREITAS CAVALCANTE	1939-05-23	M	GEISEMARA SAMPAIO FREITAS
ID_noise_000260	CLAUDIELEN PACHECO SOUZA	1940-08-19	F	JANA TEIXEIRA PACHECO
ID_L_004034	CLAUBER GASPAR DA COSTA	1945-09-06	M	JEIFER FURTADO GASPAR
ID_L_004476	ANABELI DIAS FELIX	1928-07-18	F	VANIZA RODRIGUES DIAS
ID_L_005425	DENER SILVA ASSIS	1998-05-02	F	IVENA BARRETO SILVA
ID_L_002639	OZILETE EVANGELISTA LOPES MALDONADO	2003-11-13	F	VIRTE DAVILA FERREIRA LOPES
ID_L_009240	MACELLA BELCHIOR BELCHIOR	1930-02-10	F	RADIJA NORGADO BELCHIOR
ID_noise_000697	GENEON MEIRELES CASTRO	1908-03-10	M	MARCIANA PORTO MEIRELES
ID_L_006971	GECILIO TELES DAS NEVES OLIVEIRA	1935-11-20	M	ELIAUDA SANTANA BERNARDES DAS NEVES
ID_L_001728	DERCIL ROCHA PACHECO	2017-08-04	M	LEONILE SOUSA ROCHA
ID_L_008029	EDMARAES MORAES VIEIRA	1917-02-13	M	MERALICE ESCOBAR MORAES
ID_noise_000269	KAZUKO ZAGANELLI SOARES ARAUJO	1904-07-14	F	ROSILNE MOURA PIRES SOARES
ID_noise_000603	MARCELIS CONCEICAO MARINHO	1983-05-24	F	SELENIA CALDEIRA CONCEICAO
ID_noise_000219	ACIONEIDE ARAGAO SOUSA NASCIMENTO	1979-06-25	F	JUCINARIA DAMASIO MACIEL SOUSA
ID_noise_000010	JAMIL PEREIRA CAETANO	1952-09-21	M	EWERLIN CUNHA PEREIRA
ID_noise_000155	TROY MEIRELES LESSA	1959-09-09	M	DORA RODRIGUES MEIRELES
ID_L_005954	ADENILTA CAETANO ALEGRIA PEREIRA	1966-11-21	F	DENIVANIA SOARES VIEIRA ALEGRIA
ID_noise_000045	JARDINA ZANETTE MORAIS	1955-12-06	F	GISLENI DORNELES ZANETTE
ID_noise_000980	ALGENIRA FERNANDES BARRETO	1979-12-07	F	AZENILDE PINHEIRO FERNANDES
ID_L_008291	RONIGLEISON FIGUEIROA	1989-07-11	M	KEROLAY CAPELO FIGUEIROA
ID_L_000201	DIRLENI VASCONCELOS FIGUEIROA	1926-04-27	F	RAELI PADILHA VASCONCELOS
ID_noise_000471	DIENIO ALBUQUERQUE OLIVEIRA	1915-01-22	M	GENISE PACHECO ALBUQUERQUE
ID_L_008626	DAMARO COSTA FIGUEIROA	1958-06-08	M	ARISLEIDE VEIGA COSTA
ID_noise_000509	BENTA ANDRADE MARTINS	1999-03-21	F	AYUMI SOUZA ANDRADE
ID_noise_000176	EVONIR RAMOS	2000-08-24	F	ALCEIA VASCONCELOS RAMOS
ID_L_006038	CLEIFER NOVAIS CAETANO	1970-03-03	M	SUZANARA REBELO NOVAIS
ID_noise_000663	GISLANDIA MARQUES CUSTODIO	1988-07-13	F	MISIANE REZENDE MARQUES
ID_L_002196	EUDILENE RODRIGUES MUNIZ	1931-09-02	F	RENILZA GOMES RODRIGUES
ID_noise_000714	NINI SILVEIRA VASQUES	1949-01-03	F	MOSIANE CARVALHO SILVEIRA
ID_noise_000458	JARDENSON MALDONADO MENEZES GOMES	1992-06-26	M	ELIFLAVIA VEIGA MACHADO MENEZES
ID_L_004884	VERONISSE PEREIRA SILVA	1986-08-10	F	JOCEMAR DA SOUZA
ID_noise_000921	WICTORIA REZENDE GIL	1994-12-12	F	BELKIS LOPES REZENDE
ID_noise_000995	ALQUIMEDES DA CONCEICAO CUSTODIO	2018-07-18	M	DUCIDALVA BOAVENTURA DA CONCEICAO
ID_noise_000179	ABDENAGO ALMADA MELO MAIA	1912-05-26	M	LEONEIA GASPAR PERES MELO
ID_L_005691	IRLO FROTUOSO	1978-84-02	M	VIRLENE PINHEIRO FROTOOSO
ID_L_006999	SOIANE BOAVENTURA NOBREGA	2004-09-06	F	HELVETIA DANTAS BOAVENTURA
ID_noise_000826	AMINA PARAISO MORGADO	1943-07-01	F	LUCIBEL FREITAS PARAISO
ID_L_000687	EDOIR SOUSA ESTEVES NOBREGA	1953-09-21	M	GRESIANE CARVALHO JESUS ESTEVES
ID_L_009468	ADIVIR RAMOS APOLINARIO	1965-08-15	M	ROJANE RESENDE RAMOS
ID_L_006099	NECILDA CARDOSO OLIVEIRA	1980-08-24	F	DIVANISE SOUSA CARDOSO
ID_noise_000446	WANDIK MARINHO ANDRADE DA COSTA	1941-04-16	M	VIRIDIANE SALES SIQUEIRA ANDRADE
ID_L_003124	NAIME NEVES TAVARES	1976-10-14	F	ARLUZIA QUARESMA NEVES
ID_noise_000397	CLAUDIETE SAMTANA MARTINS	1904-07-28	F	JOCINELMA CALIXTO SANTANA
ID_noise_000646	VIRGILIO MENEZES BERNARDES ANTUNES	1996-03-13	M	AURIDIANE MUNIZ FIGUEIREDO BERNARDES
ID_noise_000561	FLORILDA NEVES BONFIM	1969-01-14	F	DJACIRA SILVA NEVES
ID_L_001784	BRENDO BEIRAMAR ZAGALO	1932-09-21	M	ASSUNCIONA NEVES BEIRAMAR
ID_L_008571	LANAMARA GONCALVES GIL	1997-11-08	F	VALDELICIE SOUZA GONCALVES
ID_noise_000619	LAURENITA ZAGANELLI BARBOSA QUARTEIRA	1908-02-10	F	EUVANE MONTEIRO LANCASTRE BARBOSA
ID_noise_000903	ROSISLEI MARQUES CAETANO	1917-08-25	F	MARINILSE CAVALCANTE MARQUES
ID_noise_000174	TASSIUS MESQUITA MOURA	1970-09-04	M	SINELMA SOUZA MESQUITA
ID_L_003287	MARLUCI LEIRIA FRUTUOSO	1902-08-08	F	GLORIENE DAVILA LEIRIA
ID_L_004183	MARINETH DA LUZ MAGALHAES	1998-11-09	F	IMAR NOVAIS DA LUZ
ID_noise_000813	GILCIVAN MELLO XISCO	1959-02-04	M	ANATIELI CASTRO MELLO
ID_L_007966	CLODI CAMILO SILVA	1964-01-18	M	ARIELA XIMENES CAMILO
ID_noise_000312	CILLAS DA PAZ GOIS	1947-11-24	M	MONAISA ILHA DA PAZ
ID_noise_000846	JUSSIVAL ALMEIDA MOREIRA	2001-02-03	M	EUDINEIA PIMENTA ALMEIDA
ID_noise_000645	LAURIJANE DUARTE GOMES	2014-06-06	F	LINDEJANE DA CONCEICAO DUARTE
ID_noise_000424	EIKI CONCEICAO DA CRUZ FRUTUOSO	1613-06-13	M	GISLEIA DAS NEVES SILVA DA CRUZ
ID_L_001981	RONILDON SILVA SOUZA	1917-08-27	M	WEIMAR ASSIS SILVA
ID_L_009768	DOMINGOS AVILA DIAS	1989-11-09	M	GLACIETE VARGAS AVILA
ID_noise_000277	NORVALDO SOUZA SAMPAIO	1953-05-09	M	GILSANGELA PARIS SOUZA
ID_L_001840	MARCIMIANO FARIAS PIMENTA	2005-10-10	M	FLORECI SOUZA FARIAS
ID_L_008039	MIRELIA GOIS DA LUZ	1903-03-04	F	ADNAJARA MONTEIRO GOIS
ID_noise_000265	MANTOVANI DA CONCEICAO AGUIAR	2014-01-02	M	IRVINA BITTENCOURT DA CONCEICAO
ID_noise_000850	AFOLSO FIGUEIROA QUARESMA	1965-11-28	M	JUREMA GENTIL FIGUEIROA
ID_noise_000977	AYAN GOULART SOUZA ARRUDA	2002-12-08	M	VALDIRENI ZAGANELLI RIBEIRO SOUZA
ID_noise_000492	DOZINHO NOGUEIRA ZANETTE	1950-05-12	M	PAULIETE MESQUITA NOGUEIRA
ID_L_009196	CLEWERSON CARDOSO FERNANDES CARDOSO	1950-01-03	M	RACILDA ARAUJO MEIRELES FERNANDES
ID_L_001619	WELLITANIA FOGACA FARIAS	2017-09-04	F	EDVIRGEM TRINDADE FOGACA
ID_noise_000523	IDANILCE NASCIMENTO AGUIAR	1991-02-20	F	JOSELHA MARTINS NASCIMENTO
ID_L_005586	SERAFINO SOUZA FIGUEIREDO LANCASTRE	1964-10-13	M	VELUZIA INFANTE PORTELA FIGUEIREDO
ID_noise_000670	DONARA BARBOSA DA ROCHA	1920-10-19	F	FRANCIEDNA SOUZA BARBOSA
ID_noise_000674	LAUDIR ALVES DA MOTA	2008-07-06	F	SORAIA ESCOBAR ALVES
ID_L_006075	GILDETE LEIRIA	2016-05-24	F	MARCILANIA GUTERRES ESPINOSA
ID_L_008634	PEDRINA FIGUEIREDO DAMASIO	1944-03-13	F	SILVONEI DA ROCHA FIGUEIREDO
ID_noise_000212	JOSILDETE SIQUEIRA VIEIRA	1949-02-23	F	VALCIRA BARROS SIQUEIRA
ID_L_000601	JOSELIDIA FLORES VILELA NOGUEIRA	1908-12-24	F	REJANILDE GARCIA SOUZA VILELA
ID_L_007047	NIUCELIA MONTEIRO SOARES	1943-06-17	F	SILANA MARTINS MONTEIRO
ID_L_002050	NORVALDO SOUSA MONTEIRO BAPTISTA	1982-08-26	M	ALLAN PARAISO DUARTE MONTEIRO
ID_L_002660	MAICOU SILVA MENEZES	1971-03-10	M	ARACELIS DA MOTA SILVA
ID_L_001459	DESLEY DA CONCEICAO BRITO	1981-07-07	M	BERENICIA SANTANA DA CONCEICAO
ID_noise_000982	IMBRAIM CALDEIRA ROCHA FREITAS	2009-08-27	M	GLEICEMARA NEVES FERNANDES ROCHA
ID_noise_000706	MICHEO FIGUEIROA RIBEIRO	1949-05-02	M	GEOMARIA DRUMOND FIGUEIROA
ID_noise_000541	VALDEIDES CONCEICAO TAVEIRA	1944-07-10	F	IDIOMARA MACHADO CONCEICAO
ID_noise_000268	RAMIL MOREIRA ZAGALO	1946-01-12	M	VALDENE FARIAS MOREIRA
ID_noise_000468	BOB VIANA FREITAS	2012-02-25	M	AGINARIA GOMES VIANA
ID_L_001772	EGLE SILVA XISCO	1974-07-24	F	DOCARMO NOGUEIRA SILVA
ID_L_000939	ADERISVALDO SOUSA SOUZA	2017-05-16	M	NATTASHA GOMES SOUSA
ID_L_009935	ANDRIEDSON MOREIRA BITTENCOURT	1916-05-09	M	NUBIENE VIEIRA MOREIRA
ID_noise_000579	JUDACIO BELEM MARTINS MARQUES	2002-01-05	M	DINOAN CAPELO MARINHO MARTINS
ID_L_000031	CLODONILSON AZAMBUJA	1922-03-05	M	DEISEMAR ALVES AZAMBUJA
ID_L_003182	SIDENIA CAPELO MARINHO	1970-10-13	F	ANGILENE GOUVEIA CAPELO
ID_noise_000530	ROSINERES VARGAS XISCO	1956-05-21	F	ENEUDA NOGUEIRA VARGAS
ID_noise_000665	FRANCIRLETE MOURA SILVA	1901-09-25	F	GRINAURIA SANTANA MOURA
ID_L_003307	EMESSON MARTINS NOVAES	1967-02-21	M	JOSSIELE BERNARDES MARTINS
ID_L_007517	ROBERVALDO CARDOSO XISCO	1965-05-09	M	FRANCILURDES PEREIRA CARDOSO
ID_L_007085	EVANGELISTA DA CUNHA PINTO	1917-01-13	M	AGNELA LACERDA DA CUNHA
ID_noise_000964	SADE DOS REIS CALIXTO	1996-06-17	F	LALLESKA CARDOSO DOS REIS
ID_noise_000438	CASTORINO GONZAGA PADILHA	1961-05-21	M	DARLETI TAVARES GONZAGA
ID_noise_000613	LEUDIENE MEIRELES GOMES	1954-12-25	F	IASNAIA FOGACA MEIRELES
ID_noise_000544	ROWILSON PARIS MENEZES	1925-07-18	M	FRANCISACA DA MOTA PARIS
ID_L_001722	NAUDIA REBELO ALMADA	1944-05-25	F	RAELITA SOUSA REBELO
ID_L_000875	KERLANE MORAES AGOSTINHO	1924-02-13	F	ZENUBIA DA COSTA MORAES
ID_L_000067	IVNI ALENCASTRO FRUTUOSO	1962-04-16	F	IUMARA BARBOSA ALENCASTRO
ID_noise_000827	ARLETTE CAMPOS SOUZA	2011-02-05	F	TARCILA GUTERRES CAMPOS
ID_noise_000417	AMAN CASTRO NOVAES	1929-11-14	M	BETIZA MORGADO CASTRO
ID_L_005158	YESHUA SALES ARAUJO	1918-06-08	M	DEZE BARROS SALES
ID_noise_000365	EDIJANEIDE ANTUNES GENTIL	1900-09-28	F	CARMILE CASTRO ANTUNES
ID_noise_000564	CRISNAIANE RIBEIRO LACERDA DRUMOND	1970-04-03	F	CLEISE CAMACHO MAIA LACERDA
ID_noise_000947	WIDJA GUIMARAES LEIRIA	1949-06-07	F	LUCI DA CUNHA GUIMARAES
ID_L_003578	EDICLEI BAPTISTA GERALDES	1931-11-26	M	LITIELLE ANTUNES BAPTISTA
ID_L_005926	NATASSIA SOUSA RIBEIRO	1937-04-26	F	SIVONETE DORNELES SOUSA
ID_noise_000075	NARLAN AVILA RIBEIRO	2008-03-24	M	MAGNALDA CARVALHO AVILA
ID_L_002157	ELINETI LEIRIA LESSA ESPINOSA	1977-01-03	F	INDI ALBUQUERQUE DA MOTA LESSA
ID_L_005119	DEVERCINO TORRES REBELO INFANTE	2007-12-13	M	ZENIRA COSTA ROCHA REBELO
ID_noise_000349	MARCO MENDES BARROS	2000-04-23	M	MOEMIA SILVA MENDES
ID_L_009274	KAZUO MORAIS DANTAS	1981-09-13	M	GENILDES CANCEICAO MORAIS
ID_L_006433	DEIVET TAVEIRA SAMPAIO	1903-05-04	M	WELLIDA TAVEIRA
ID_L_007719	JURUPITAN ZANETTE SILVA	1995-02-06	M	ERZIRA OURIQUE ZANETTE
ID_noise_000227	NAZARIO OURIQUE MELLO	1940-02-25	M	DEBRA BARROS OURIQUE
ID_L_008285	NILENA TORRES CORTES	1958-06-22	F	PERCILA SOUZA TORRES
ID_noise_000302	DEVIDI ALBUQUERQUE ARAUJO	2014-06-12	M	ROCICLEIDE LESSA ALBUQUERQUE
ID_noise_000234	ONTONIEL CARDOSO MONTEIRO	1960-04-13	M	TACI SILVA CARDOSO
ID_noise_000569	JORLIANE ALMEIDA ANTUNES	1924-04-17	F	IARAMAR TRINDADE ALMEIDA
ID_L_008949	SUELDES ARAUJO NEVES	1995-09-17	M	EURIPA ANDRADE ARAUJO
ID_L_008424	CLEILTON SOUZA ROCHA	1912-02-16	M	LARESCA GODINHO SOUZA
ID_noise_000037	DAIRINE FIGUEIROA ANTUNES	1911-09-14	F	MARISANTA MOREIRA FIGUEIROA
ID_noise_000639	WANER DANTAS FERREIRA	1939-11-25	F	NAFITALI JESUS DANTAS
ID_L_007204	DJESSICA TEIXEIRA GONZAGA	1970-05-06	F	LIDEA SOARES TEIXEIRA
ID_noise_000610	TAEME ESCOBAR ALBUQUERQUE	1954-08-28	M	BETINA MORGADO ESCOBAR
ID_L_005326	CLEICIANI PORTELA ESTEVES	1987-07-21	F	MONOELINA MOREIRA PORTELA
ID_L_001485	CLEBISMAR SOUSA GIL	1952-09-07	M	FAVIANE MARQUES SOUSA
ID_L_002468	MAUDE CAVALCANTI NEVES	1950-01-27	F	GENOVEFA MEDEIROS CAVALCANTI
ID_noise_000274	GECIELE RAMOS SOUSA	1910-05-06	F	IRAMILDE CALIXTO RAMOS
ID_noise_000971	JUVECINO AMORIM DAVILA ARAUJO	1942-09-17	M	OZERINA MARINHO SALGUEIRO DAVILA
ID_noise_000298	MAILA SUBTIL CARVALHO	2003-07-08	F	DARLITA ANTUNES SUBTIL
